Variable / Field Name,Form Name,Section Header,,Item Header,,Field Label,"Choices, Calculations, OR Slider Labels",Field Type,,,Text Validation Min,Text Validation Max,,,Form Display Name
1689,qr62,,,,,Have you ever lost friends because of your use of ketamine/PCP?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1690,qr62,,,,,Have you ever neglected your family or missed work because of your use of ketamine/PCP?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1691,qr62,,,,,Have you ever been in trouble at work because of ketamine/PCP abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1692,qr62,,,,,Have you ever lost a job because of ketamine/PCP abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1693,qr62,,,,,Have you ever gotten into fights when under the influence of ketamine/PCP?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1694,qr62,,,,,Have you engaged in illegal activities in order to obtain ketamine/PCP?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1695,qr62,,,,,Have you ever been arrested for possession of ketamine/PCP?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1696,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy ketamine/PCP intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1697,qr62,,,,,"Have you had medical problems as a result of your ketamine/PCP use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1698,qr62,,,,,Have you ever gone to anyone for help for a ketamine/PCP problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1699,qr62,,,,,Have you ever been treated as an out-patient for problems related to ketamine/PCP abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1700,qr62,,,,,When did you FIRST try ketamine/PCP?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1701,qr62,,,,,On how many occasions in your lifetime have you used GHB or liquid ecstasy?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1702,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used GHB?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1703,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used GHB?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1704,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used GHB?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1705,qr62,,,,,Please indicate if you have used GHB on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1706,qr62,,,,,Do you abuse more than one drug at a time when you use GHB?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1707,qr62,,,,,Can you get through the week without using GHB (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1708,qr62,,,,,Are you always able to stop using GHB when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1709,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of GHB use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1710,qr62,,,,,Do you ever feel bad about your GHB abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1711,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with GHB?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1712,qr62,,,,,Has GHB abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1713,qr62,,,,,Have you ever lost friends because of your use of GHB?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1714,qr62,,,,,Have you ever neglected your family or missed work because of your use of GHB?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1715,qr62,,,,,Have you ever been in trouble at work because of GHB abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1716,qr62,,,,,Have you ever lost a job because of GHB abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1717,qr62,,,,,Have you ever gotten into fights when under the influence of GHB?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1718,qr62,,,,,Have you engaged in illegal activities in order to obtain GHB?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1719,qr62,,,,,Have you ever been arrested for possession of GHB?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1720,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy GHB intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1721,qr62,,,,,"Have you had medical problems as a result of your GHB use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1722,qr62,,,,,Have you ever gone to anyone for help for a GHB problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1723,qr62,,,,,Have you ever been treated as an out-patient for problems related to GHB abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1724,qr62,,,,,When did you FIRST try GHB?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
1725,qr62,,,,, On how many occasions in your lifetime have you used anabolic steroids?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1726,qr62,,,,,On how many occasions OVER THE LAST 12 MONTHS have you used anabolic steroids?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1727,qr62,,,,,On how many occasions OVER THE LAST 30 DAYS have you used anabolic steroids?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1728,qr62,,,,,On how many occasions OVER THE LAST WEEK have you used anabolic steroids?,"1=1-2, 2=3-5, 3=6-9, 4=10-19, 5=20-39, 6=40 or more",1,1,1,oo,6,,,62
1729,qr62,,,,,Please indicate if you have used anabolic steroids on a weekly basis OVER A 12 MONTH PERIOD or in an excessive or problematic way IN YOUR LIFETIME?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1730,qr62,,,,,Do you abuse more than one drug at a time when you use anabolic steroids?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1731,qr62,,,,,Can you get through the week without using anabolic steroids (unless you require it for medical reasons)?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1732,qr62,,,,,Are you always able to stop using anabolic steroids when you want?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1733,qr62,,,,,"Have you had ""blackouts"" or ""flashbacks"" as a result of anabolic steroids use?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1734,qr62,,,,,Do you ever feel bad about your anabolic steroid abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1735,qr62,,,,,Does your spouse (or parents) ever complain about your involvement with anabolic steroids?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1736,qr62,,,,,Has anabolic steroids abuse ever created problems between you and your spouse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1737,qr62,,,,,Have you ever lost friends because of your use of anabolic steroids?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1738,qr62,,,,, Have you ever neglected your family or missed work because of your use of anabolic steroids?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1739,qr62,,,,,Have you ever been in trouble at work because of anabolic steroid abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1740,qr62,,,,,Have you ever lost a job because of anabolic steroid abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1741,qr62,,,,,Have you ever gotten into fights when under the influence of anabolic steroids?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1742,qr62,,,,,Have you engaged in illegal activities in order to obtain anabolic steroids?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1743,qr62,,,,,Have you ever been arrested for possession of anabolic steroids?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1744,qr62,,,,,Have you ever experienced withdrawal symptoms as a result of heavy anabolic steroid intake?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1745,qr62,,,,,"Have you had medical problems as a result of your anabolic steroids use (e.g. memory loss, hepatitis, convulsions, bleeding, etc.)?","0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1746,qr62,,,,,Have you ever gone to anyone for help for an anabolic steroids problem?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1747,qr62,,,,,Have you ever been treated as an out-patient for problems related to anabolic steroid abuse?,"0=no, 1=yes",1,2,n/a,n/a,n/a,,,62
1748,qr62,,,,,When did you FIRST try anabolic steroids?,"1=11 years old or less, 2=12 years old, 3=13 years old, 4=14 years old, 5=15 years old, 6=16 years old, 7=17 years old, 8=18 years old or more",1,1,1,1,oo,,,62
232,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you find that you stay on-line longer than you intended?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
233,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you neglect household chores to spend more time online?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
234,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you prefer the excitement of the Internet to intimacy with your partner?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
235,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you form new relationships with fellow on-line users?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
236,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do others in your life complain to you about the amount of time you spend on-line?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
237,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do your grades or school work suffer because of the amount of time you spend on-line?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
238,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you check your e-mail before something else that you need to do?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
239,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often does your job performance or productivity suffer because of the internet?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
240,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you become defensive or secretive when anyone asks you what you do on-line?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
241,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you block out disturbing thoughts about your life with soothing thoughts of the internet?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
242,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you find yourself anticipating when you will go on-line again?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
243,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,"How often do you fear that life without the Internet would be boring, empty, and joyless?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
244,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,"How often do you snap, yell, or act annoyed if someone bothers you while you are on-line?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
245,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you lose sleep due to late-night log-ins?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
246,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,"How often do you feel preoccupied with the Internet when off-line, or fantasize about being on-line?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
247,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,"How often do you find yourself saying ""just a few more minutes"" when on-line?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
248,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you try to cut down the amount of time you spend on-line and fail?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
249,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you try to hide how long you've been on-line?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
250,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,How often do you choose to spend more time on-line over going out with others?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
251,qr66,"Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire","Based upon the following five-point likert scale, select the response that best represents the frequency of the behavior described in the following 20-item questionnaire",,,"How often do you feel depressed, moody, or nervous when you are off-line, which goes away once you are back on-line?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,66
565,qr73,,,,,How often does your child disobey time limits you set for online use?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
566,qr73,,,,,How often does your child neglect household chores to spend more time online?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
567,qr73,,,,,How often does your child prefer to spend time online rather than with the rest of your family?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
568,qr73,,,,,How often does your child form new relationships with fellow online users?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,1,,,,73
569,qr73,,,,,How often do you complain about the amount of time your child spends online?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
570,qr73,,,,,How often do your child's grades suffer because of the amount of time he or she spends online?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
571,qr73,,,,,How often does your child check his or her e-mail before doing something else?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
572,qr73,,,,,How often does your child seem withdrawn from others since discovering the Internet?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
573,qr73,,,,,How often does your child become defensive or secretive when asked what he or she does online?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
574,qr73,,,,,How often have you caught your child sneaking online against your wishes?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
575,qr73,,,,,How often does your child spend time along in his or her room playing on the computer?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
576,qr73,,,,,"How often does your child receive strange phone calls from new ""online"" friends?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
577,qr73,,,,,"How often does your child snap, yell, or act annoyed if bothered while online?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
578,qr73,,,,,How often does your child seem more tired and fatigued than he or she did before the Internet came along?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
579,qr73,,,,,How often does your child seem preoccupied with being back online when off-line?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
580,qr73,,,,,How often does your child throw tantrums with your interference about how long he or she spends online?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
581,qr73,,,,,How often does your child choose to spend time online rather than doing once enjoyed hobbies and/or outside interests?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
582,qr73,,,,,How often does your child become angry or belligerent when your place time limits on how much time he or shes is allowed to spend online?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
583,qr73,,,,,How often does your child choose to spend more time online than going out with friends?,"0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
584,qr73,,,,,"How often does your child feel depressed, moody, or nervous when off-line which seems to go away once back online?","0=Does Not Apply, 1=Rarely, 2=Occasionally, 3=Frequently, 4=Often, 5=Always",1,1,0,oo,5,,,73
252,qr77,"This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.","This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.",IN THE PAST 12 MONTHS:,IN THE PAST 12 MONTHS:,"I find that when I start eating certain foods, I end up eating much more than planned","0=Never, 1=Once a month, 2=2-4 times a month, 3=2-3 times a week, 4=4 or more times daily",1,1,0,oo,4,,,77
253,qr77,"This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.","This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.",IN THE PAST 12 MONTHS:,IN THE PAST 12 MONTHS:,I find myself continuing to consume certain foods even though I am no longer hungry,"0=Never, 1=Once a month, 2=2-4 times a month, 3=2-3 times a week, 4=4 or more times daily",1,1,0,oo,4,,,77
254,qr77,"This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.","This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.",IN THE PAST 12 MONTHS:,IN THE PAST 12 MONTHS:,I eat to the point where I feel physically ill,"0=Never, 1=Once a month, 2=2-4 times a month, 3=2-3 times a week, 4=4 or more times daily",1,1,0,oo,4,,,77
255,qr77,"This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.","This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.",IN THE PAST 12 MONTHS:,IN THE PAST 12 MONTHS:,Not eating certain types of food or cutting down on certain types of food is something I worry about,"0=Never, 1=Once a month, 2=2-4 times a month, 3=2-3 times a week, 4=4 or more times daily",1,1,0,oo,4,,,77
256,qr77,"This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.","This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.",IN THE PAST 12 MONTHS:,IN THE PAST 12 MONTHS:,I spend a lot of time feeling sluggish or fatigued from overeating,"0=Never, 1=Once a month, 2=2-4 times a month, 3=2-3 times a week, 4=4 or more times daily",1,1,0,oo,4,,,77
257,qr77,"This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.","This survey asks about your eating habits in the past year. People sometimes have difficulty controlling their intake of certain foods such as:
 - Sweets like ice cream, chocolate, doughnuts, cookies, cake, candy, ice cream
 - Starches like white bread, rolls, pasta, and rice
 - Salty snacks like chips, pretzels, and crackers
 - Fatty foods like steak, bacon, hamburgers, cheeseburgers, pizza, and French fries
 - Sugary drinks like soda pop
When the following questions ask about “CERTAIN FOODS” please think of ANY food similar to those listed in the food group or ANY OTHER foods you have had a problem within the past year.",IN THE PAST 12 MONTHS:,IN THE PAST 12 MONTHS:,I find myself constantly eating certain foods throughout the day,"0=Never, 1=Once a month, 2=2-4 times a month, 3=2-3 times a week, 4=4 or more times daily",1,1,0,oo,4,,,77
