entry-level domain,questionnaire domain,Field Label,"Choices, Calculations, OR Slider Labels",Section Header,Form Display Name,Form Name,Field Type,Variable / Field Name,Allow,Questionnaire,Form Name with spaces,Text Validation Min,Text Validation Max,,title plus question formula,original question
,Motor Skills,"Motor skills (5-15)&#10;&#10;Has not developed clear hand preference, i.e., is neither clearly right-handed nor left-handed","0=Does not apply, 1=Applies sometimes, 2=Applies",,Motor skills (5-15),Motor_Skills,1,124,autoAdvance,5-15,Motor Skills,,,,"Motor skills (5-15)&#10;&#10;Motor skills (5-15)&#10;&#10;Has not developed clear hand preference, i.e., is neither clearly right-handed nor left-handed","Has not developed clear hand preference, i.e., is neither clearly right-handed nor left-handed"
,Motor Skills,Motor skills (5-15)&#10;&#10;Writing is slow and laborious/hard to read the result,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Motor skills (5-15),Motor_Skills,1,125,autoAdvance,5-15,Motor Skills,,,,Motor skills (5-15)&#10;&#10;Motor skills (5-15)&#10;&#10;Writing is slow and laborious/hard to read the result,Writing is slow and laborious/hard to read the result
,Motor Skills,"Motor skills (5-15)&#10;&#10;Immature pencil-grip, holds the pen in an unusual manner","0=Does not apply, 1=Applies sometimes, 2=Applies",,Motor skills (5-15),Motor_Skills,1,126,autoAdvance,5-15,Motor Skills,,,,"Motor skills (5-15)&#10;&#10;Motor skills (5-15)&#10;&#10;Immature pencil-grip, holds the pen in an unusual manner","Immature pencil-grip, holds the pen in an unusual manner"
,Motor Skills,Motor skills (5-15)&#10;&#10;Comment,,,Motor skills (5-15),Motor_Skills,4,127,dontKnow,5-15,Motor Skills,,,,Motor skills (5-15)&#10;&#10;Motor skills (5-15)&#10;&#10;Comment,Comment
,Motor Skills,"Motor skills (5-15)&#10;&#10;Dummy question, please ignore",,,Motor skills (5-15),Motor_Skills,4,1127,dontKnow,5-15,Motor Skills,,,,"Motor skills (5-15)&#10;&#10;Motor skills (5-15)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Memory (5-15)&#10;&#10;Learner ID,,"Choose the statement that you think best corresponds to your student's functioning in everyday situations, compared to children of their own age. Have in mind the student's present functioning, i.e. within the last 6 months. To get the most correct picture of your student's functioning, it is important that you complete the whole questionnaire.",Memory (5-15),Memory,4,128,,5-15,Memory,,,,Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Learner ID,Learner ID
,Memory,"Memory (5-15)&#10;&#10;Difficulty remembering information about personal data, such as date of birth, home address etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,129,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering information about personal data, such as date of birth, home address etc.","Difficulty remembering information about personal data, such as date of birth, home address etc."
,Memory,"Memory (5-15)&#10;&#10;Difficulty remembering the names of other people (e.g., name of teacher, school peers)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,130,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering the names of other people (e.g., name of teacher, school peers)","Difficulty remembering the names of other people (e.g., name of teacher, school peers)"
,Memory,"Memory (5-15)&#10;&#10;Difficulty remembering the names of weekdays, months and seasons","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,131,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering the names of weekdays, months and seasons","Difficulty remembering the names of weekdays, months and seasons"
,Memory,"Memory (5-15)&#10;&#10;Difficulty remembering non-personal facts learned at school (e.g., historic events, chemical formulas etc.)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,132,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering non-personal facts learned at school (e.g., historic events, chemical formulas etc.)","Difficulty remembering non-personal facts learned at school (e.g., historic events, chemical formulas etc.)"
,Memory,"Memory (5-15)&#10;&#10;Difficulty remembering what has occurred recently, as who has phoned or, what he/she ate a few hours ago etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,133,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering what has occurred recently, as who has phoned or, what he/she ate a few hours ago etc.","Difficulty remembering what has occurred recently, as who has phoned or, what he/she ate a few hours ago etc."
,Memory,"Memory (5-15)&#10;&#10;Difficulty remembering events that occurred some time ago, such as what happened on a trip, what Christmas presents he/she got etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,134,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering events that occurred some time ago, such as what happened on a trip, what Christmas presents he/she got etc.","Difficulty remembering events that occurred some time ago, such as what happened on a trip, what Christmas presents he/she got etc."
,Memory,Memory (5-15)&#10;&#10;Difficulty remembering where he/she put things,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,135,autoAdvance,5-15,Memory,,,,Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering where he/she put things,Difficulty remembering where he/she put things
,Memory,Memory (5-15)&#10;&#10;Difficulty remembering appointments with peers or what home-work he/she has got,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,136,autoAdvance,5-15,Memory,,,,Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering appointments with peers or what home-work he/she has got,Difficulty remembering appointments with peers or what home-work he/she has got
,Memory,"Memory (5-15)&#10;&#10;Difficulty learning rhymes, songs, multiplication tables etc.by heart","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,137,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty learning rhymes, songs, multiplication tables etc.by heart","Difficulty learning rhymes, songs, multiplication tables etc.by heart"
,Memory,Memory (5-15)&#10;&#10;Difficulty remembering long or multiple-step instructions,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,138,autoAdvance,5-15,Memory,,,,Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty remembering long or multiple-step instructions,Difficulty remembering long or multiple-step instructions
,Memory,"Memory (5-15)&#10;&#10;Difficulty acquiring new skills, such as rules of new play or games","0=Does not apply, 1=Applies sometimes, 2=Applies",,Memory (5-15),Memory,1,139,autoAdvance,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Difficulty acquiring new skills, such as rules of new play or games","Difficulty acquiring new skills, such as rules of new play or games"
,Memory,Memory (5-15)&#10;&#10;Comment,,,Memory (5-15),Memory,4,140,dontKnow,5-15,Memory,,,,Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Comment,Comment
,Memory,"Memory (5-15)&#10;&#10;Dummy question, please ignore",,,Memory (5-15),Memory,4,1140,dontKnow,5-15,Memory,,,,"Memory (5-15)&#10;&#10;Memory (5-15)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Repetitive behaviours (5-15)&#10;&#10;Learner ID,,"Choose the statement that you think best corresponds to your student's functioning in everyday situations, compared to children of their own age. Have in mind the student's present functioning, i.e. within the last 6 months. To get the most correct picture of your student's functioning, it is important that you complete the whole questionnaire.",Repetitive behaviours (5-15),Repetitive_behaviours,4,141,,5-15,Repetitive behaviours,,,,Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Learner ID,Learner ID
,Repetitive behaviours,Repetitive behaviours (5-15)&#10;&#10;Compulsively repeats some activities or has habits that are very difficult to change,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,142,autoAdvance,5-15,Repetitive behaviours,,,,Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Compulsively repeats some activities or has habits that are very difficult to change,Compulsively repeats some activities or has habits that are very difficult to change
,Repetitive behaviours,Repetitive behaviours (5-15)&#10;&#10;Has obsessive/fixed ideas,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,143,autoAdvance,5-15,Repetitive behaviours,,,,Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Has obsessive/fixed ideas,Has obsessive/fixed ideas
,Repetitive behaviours,"Repetitive behaviours (5-15)&#10;&#10;Has involuntary movements, tics, twitches or facial grimaces","0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,144,autoAdvance,5-15,Repetitive behaviours,,,,"Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Has involuntary movements, tics, twitches or facial grimaces","Has involuntary movements, tics, twitches or facial grimaces"
,Repetitive behaviours,"Repetitive behaviours (5-15)&#10;&#10;Repeats meaningless movements, such as head shaking, body jerking and finger drumming","0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,145,autoAdvance,5-15,Repetitive behaviours,,,,"Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Repeats meaningless movements, such as head shaking, body jerking and finger drumming","Repeats meaningless movements, such as head shaking, body jerking and finger drumming"
,Repetitive behaviours,"Repetitive behaviours (5-15)&#10;&#10;Emits unmotivated sounds such as throat clearing, sneezing, swallowing, barking, shouting etc","0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,146,autoAdvance,5-15,Repetitive behaviours,,,,"Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Emits unmotivated sounds such as throat clearing, sneezing, swallowing, barking, shouting etc","Emits unmotivated sounds such as throat clearing, sneezing, swallowing, barking, shouting etc"
,Repetitive behaviours,"Repetitive behaviours (5-15)&#10;&#10;Difficulty keeping quiet, e.g., whistles, hums, mumbles","0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,147,autoAdvance,5-15,Repetitive behaviours,,,,"Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Difficulty keeping quiet, e.g., whistles, hums, mumbles","Difficulty keeping quiet, e.g., whistles, hums, mumbles"
,Repetitive behaviours,Repetitive behaviours (5-15)&#10;&#10;Repeats words or parts of words in a meaningless way,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,148,autoAdvance,5-15,Repetitive behaviours,,,,Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Repeats words or parts of words in a meaningless way,Repeats words or parts of words in a meaningless way
,Repetitive behaviours,Repetitive behaviours (5-15)&#10;&#10;Uses dirty words or language in an exaggerated way,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Repetitive behaviours (5-15),Repetitive_behaviours,1,149,autoAdvance,5-15,Repetitive behaviours,,,,Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Uses dirty words or language in an exaggerated way,Uses dirty words or language in an exaggerated way
,Repetitive behaviours,Repetitive behaviours (5-15)&#10;&#10;Comment,,,Repetitive behaviours (5-15),Repetitive_behaviours,4,150,dontKnow,5-15,Repetitive behaviours,,,,Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Comment,Comment
,Repetitive behaviours,"Repetitive behaviours (5-15)&#10;&#10;Dummy question, please ignore",,,Repetitive behaviours (5-15),Repetitive_behaviours,4,1150,dontKnow,5-15,Repetitive behaviours,,,,"Repetitive behaviours (5-15)&#10;&#10;Repetitive behaviours (5-15)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Planning and organizing (5-15)&#10;&#10;Learner ID,,"Choose the statement that you think best corresponds to your student's functioning in everyday situations, compared to children of their own age. Have in mind the student's present functioning, i.e. within the last 6 months. To get the most correct picture of your student's functioning, it is important that you complete the whole questionnaire.",Planning and organizing (5-15),Planning_and_organizing,4,151,,5-15,Planning and organizing,,,,Planning and organizing (5-15)&#10;&#10;Planning and organizing (5-15)&#10;&#10;Learner ID,Learner ID
,Planning and organizing,"Planning and organizing (5-15)&#10;&#10;Difficulty understanding consequences of own actions (e.g., climbs in dangerous places, careless in traffic)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Planning and organizing (5-15),Planning_and_organizing,1,152,autoAdvance,5-15,Planning and organizing,,,,"Planning and organizing (5-15)&#10;&#10;Planning and organizing (5-15)&#10;&#10;Difficulty understanding consequences of own actions (e.g., climbs in dangerous places, careless in traffic)","Difficulty understanding consequences of own actions (e.g., climbs in dangerous places, careless in traffic)"
,Planning and organizing,"Planning and organizing (5-15)&#10;&#10;Difficulty planning and preparing for tasks (e.g., collecting equipment needed for an outing or for school)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Planning and organizing (5-15),Planning_and_organizing,1,153,autoAdvance,5-15,Planning and organizing,,,,"Planning and organizing (5-15)&#10;&#10;Planning and organizing (5-15)&#10;&#10;Difficulty planning and preparing for tasks (e.g., collecting equipment needed for an outing or for school)","Difficulty planning and preparing for tasks (e.g., collecting equipment needed for an outing or for school)"
,Planning and organizing,"Planning and organizing (5-15)&#10;&#10;Difficulty completing sequential tasks (e.g., young children: getting dressed in the morning without constant reminders; older children: completing home work without constant reminders)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Planning and organizing (5-15),Planning_and_organizing,1,154,autoAdvance,5-15,Planning and organizing,,,,"Planning and organizing (5-15)&#10;&#10;Planning and organizing (5-15)&#10;&#10;Difficulty completing sequential tasks (e.g., young children: getting dressed in the morning without constant reminders; older children: completing home work without constant reminders)","Difficulty completing sequential tasks (e.g., young children: getting dressed in the morning without constant reminders; older children: completing home work without constant reminders)"
,Planning and organizing,Planning and organizing (5-15)&#10;&#10;Comment,,,Planning and organizing (5-15),Planning_and_organizing,4,155,dontKnow,5-15,Planning and organizing,,,,Planning and organizing (5-15)&#10;&#10;Planning and organizing (5-15)&#10;&#10;Comment,Comment
,Planning and organizing,"Planning and organizing (5-15)&#10;&#10;Dummy question, please ignore",,,Planning and organizing (5-15),Planning_and_organizing,4,1155,dontKnow,5-15,Planning and organizing,,,,"Planning and organizing (5-15)&#10;&#10;Planning and organizing (5-15)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Social Skills (5-15)&#10;&#10;Learner ID,,"Choose the statement that you think best corresponds to your student's functioning in everyday situations, compared to children of their own age. Have in mind the student's present functioning, i.e. within the last 6 months. To get the most correct picture of your student's functioning, it is important that you complete the whole questionnaire.",Social Skills (5-15),Social_Skills,4,156,,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Learner ID,Learner ID
,Social Skills,"Social Skills (5-15)&#10;&#10;Does not understand other people’s social cues, e.g., facial expressions, gestures, tone of voice, or body language","0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,157,autoAdvance,5-15,Social Skills,,,,"Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Does not understand other people’s social cues, e.g., facial expressions, gestures, tone of voice, or body language","Does not understand other people’s social cues, e.g., facial expressions, gestures, tone of voice, or body language"
,Social Skills,Social Skills (5-15)&#10;&#10;Difficulty understanding the feelings of other people,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,158,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty understanding the feelings of other people,Difficulty understanding the feelings of other people
,Social Skills,Social Skills (5-15)&#10;&#10;Difficulty responding to the needs of other people,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,159,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty responding to the needs of other people,Difficulty responding to the needs of other people
,Social Skills,"Social Skills (5-15)&#10;&#10;Difficulty verbally explaining emotions when feeling lonely, being bored etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,160,autoAdvance,5-15,Social Skills,,,,"Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty verbally explaining emotions when feeling lonely, being bored etc.","Difficulty verbally explaining emotions when feeling lonely, being bored etc."
,Social Skills,Social Skills (5-15)&#10;&#10;Speaks with a monotonous or strange voice,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,161,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Speaks with a monotonous or strange voice,Speaks with a monotonous or strange voice
,Social Skills,Social Skills (5-15)&#10;&#10;Difficulty expressing emotions and reactions with facial gestures or body language,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,162,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty expressing emotions and reactions with facial gestures or body language,Difficulty expressing emotions and reactions with facial gestures or body language
,Social Skills,Social Skills (5-15)&#10;&#10;Seems ”old fashioned” in styleand behavior?,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,163,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Seems ”old fashioned” in styleand behavior?,Seems ”old fashioned” in styleand behavior?
,Social Skills,Social Skills (5-15)&#10;&#10;Difficulty behaving as expected by peers,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,164,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty behaving as expected by peers,Difficulty behaving as expected by peers
,Social Skills,"Social Skills (5-15)&#10;&#10;Difficulty realizing how to behave in different social situations, such as when visiting relatives together with parents, when visiting friends, seeing a doctor, going to the cinema, etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,165,autoAdvance,5-15,Social Skills,,,,"Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty realizing how to behave in different social situations, such as when visiting relatives together with parents, when visiting friends, seeing a doctor, going to the cinema, etc.","Difficulty realizing how to behave in different social situations, such as when visiting relatives together with parents, when visiting friends, seeing a doctor, going to the cinema, etc."
,Social Skills,"Social Skills (5-15)&#10;&#10;Is perceived by peers as different, odd, or eccentric","0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,166,autoAdvance,5-15,Social Skills,,,,"Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Is perceived by peers as different, odd, or eccentric","Is perceived by peers as different, odd, or eccentric"
,Social Skills,Social Skills (5-15)&#10;&#10;Unintentionally makes a fool of himself so that parents feel embarrassed or peers start laughing,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,167,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Unintentionally makes a fool of himself so that parents feel embarrassed or peers start laughing,Unintentionally makes a fool of himself so that parents feel embarrassed or peers start laughing
,Social Skills,Social Skills (5-15)&#10;&#10;Has a weak sense of humour,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,169,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Has a weak sense of humour,Has a weak sense of humour
,Social Skills,Social Skills (5-15)&#10;&#10;Blurts out socially inappropriate comments,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,170,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Blurts out socially inappropriate comments,Blurts out socially inappropriate comments
,Social Skills,Social Skills (5-15)&#10;&#10;Difficulty comprehending rules or prohibitions,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,171,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty comprehending rules or prohibitions,Difficulty comprehending rules or prohibitions
,Social Skills,Social Skills (5-15)&#10;&#10;Often quarrels with peers,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,172,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Often quarrels with peers,Often quarrels with peers
,Social Skills,"Social Skills (5-15)&#10;&#10;Difficulty understanding and respecting other people’s rights, for example, that younger children need more help than older ones, and that parents should be left alone when they demand it, etc.","0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,173,autoAdvance,5-15,Social Skills,,,,"Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty understanding and respecting other people’s rights, for example, that younger children need more help than older ones, and that parents should be left alone when they demand it, etc.","Difficulty understanding and respecting other people’s rights, for example, that younger children need more help than older ones, and that parents should be left alone when they demand it, etc."
,Social Skills,"Social Skills (5-15)&#10;&#10;Difficulty in group or team activities or games, invents new rules for own benefit","0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,174,autoAdvance,5-15,Social Skills,,,,"Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty in group or team activities or games, invents new rules for own benefit","Difficulty in group or team activities or games, invents new rules for own benefit"
,Social Skills,Social Skills (5-15)&#10;&#10;Difficulty making friends,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,175,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty making friends,Difficulty making friends
,Social Skills,Social Skills (5-15)&#10;&#10;Does not often interact with peers,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,176,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Does not often interact with peers,Does not often interact with peers
,Social Skills,Social Skills (5-15)&#10;&#10;Difficulty to participate in group activities,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,177,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Difficulty to participate in group activities,Difficulty to participate in group activities
,Social Skills,Social Skills (5-15)&#10;&#10;Not accepted by other children to participate in their games,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,178,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Not accepted by other children to participate in their games,Not accepted by other children to participate in their games
,Social Skills,Social Skills (5-15)&#10;&#10;Does not care for physical contact such as hugs,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,179,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Does not care for physical contact such as hugs,Does not care for physical contact such as hugs
,Social Skills,Social Skills (5-15)&#10;&#10;Has one or a few interests that take up considerable time and that impinge on relations with family and friends,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,180,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Has one or a few interests that take up considerable time and that impinge on relations with family and friends,Has one or a few interests that take up considerable time and that impinge on relations with family and friends
,Social Skills,Social Skills (5-15)&#10;&#10;Repeats or gets stuck in seemingly meaningless behavioror activities,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,181,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Repeats or gets stuck in seemingly meaningless behavioror activities,Repeats or gets stuck in seemingly meaningless behavioror activities
,Social Skills,Social Skills (5-15)&#10;&#10;Gets very upset by tiny changes in daily routines,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,182,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Gets very upset by tiny changes in daily routines,Gets very upset by tiny changes in daily routines
,Social Skills,Social Skills (5-15)&#10;&#10;Eye contact in face to face situations is abnormal or missing,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Social Skills (5-15),Social_Skills,1,183,autoAdvance,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Eye contact in face to face situations is abnormal or missing,Eye contact in face to face situations is abnormal or missing
,Social Skills,Social Skills (5-15)&#10;&#10;Comment,,,Social Skills (5-15),Social_Skills,4,184,dontKnow,5-15,Social Skills,,,,Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Comment,Comment
,Social Skills,"Social Skills (5-15)&#10;&#10;Dummy question, please ignore",,,Social Skills (5-15),Social_Skills,4,1184,dontKnow,5-15,Social Skills,,,,"Social Skills (5-15)&#10;&#10;Social Skills (5-15)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Learning I (5-15)&#10;&#10;Learner ID,,"Choose the statement that you think best corresponds to your student's functioning in everyday situations, compared to children of their own age. Have in mind the student's present functioning, i.e. within the last 6 months. To get the most correct picture of your student's functioning, it is important that you complete the whole questionnaire.",Learning I (5-15),Learning_I,4,185,,5-15,Learning I,,,,Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Learner ID,Learner ID
,Learning I,Learning I (5-15)&#10;&#10;Difficulty understanding verbal instructions,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning I (5-15),Learning_I,1,186,autoAdvance,5-15,Learning I,,,,Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Difficulty understanding verbal instructions,Difficulty understanding verbal instructions
,Learning I,"Learning I (5-15)&#10;&#10;Difficulty understanding or using abstract terms, e.g., terms relating to size, volume, spatial directions","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning I (5-15),Learning_I,1,187,autoAdvance,5-15,Learning I,,,,"Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Difficulty understanding or using abstract terms, e.g., terms relating to size, volume, spatial directions","Difficulty understanding or using abstract terms, e.g., terms relating to size, volume, spatial directions"
,Learning I,Learning I (5-15)&#10;&#10;Difficulty participating in discussions with other children,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning I (5-15),Learning_I,1,188,autoAdvance,5-15,Learning I,,,,Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Difficulty participating in discussions with other children,Difficulty participating in discussions with other children
,Learning I,Learning I (5-15)&#10;&#10;Difficulty learning facts or acquiring knowledge about the surrounding world.,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning I (5-15),Learning_I,1,189,autoAdvance,5-15,Learning I,,,,Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Difficulty learning facts or acquiring knowledge about the surrounding world.,Difficulty learning facts or acquiring knowledge about the surrounding world.
