Domain,Field Label,"Choices, Calculations, OR Slider Labels",Form Display Name,Item Header,Form Name,Field Type,Variable / Field Name,Section header
Meta,Remembering to do important things?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,330,
Meta,Analysing and finding solutions to problems in day-to-day life?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,331,
Meta,"Learning a new task, for example, learning how to get to a new place?","0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,332,
Meta,Generally understanding what people say?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,333,
Meta,Starting and maintaining a conversation?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,334,
Meta,Standing for long periods such as 30 minutes?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,335,
Meta,Standing up from sitting down?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,336,
Meta,Moving around inside their home?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,337,
Meta,Getting out of their home?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,338,
Meta,Walking a long distance such as a kilometre [or equivalent]?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,339,
Meta,Washing his or her whole body?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,340,
Meta,Getting dressed?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,341,
Meta,Eating?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,342,
Meta,Staying by himself or herself for a few days?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,343,
Meta,Dealing with people he or she does not know?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,344,
Meta,Maintaining a friendship?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,345,
Meta,Getting along with people who are close to him or her?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,346,
Meta,Making new friends?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,347,
Meta,Taking care of his or her household responsibilities?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,348,
Meta,Doing his or her most important household tasks well?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,349,
Meta,Getting all the household work done that is needed?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,350,
Meta,Getting the household work done as quickly as needed?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,351,
Meta,His or her day-to-day work/school?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,352,
Meta,Doing his or her most important work/ school tasks well?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,353,
Meta,Getting all the work done that is needed?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,354,
Meta,Getting the work done as quickly as needed?,"0=Perfectly, 1=Somewhat, 2=Not at all",WHODAS Meta,How well did you understand this question?,WHODASMeta,1,355,
Meta,Difficulty with spelling,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,356,
Meta,Difficulty learning letter names,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,357,
Meta,Difficulty learning phonics (sounding out words),"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,358,
Meta,Read slowly,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,359,
Meta,Read below grade level,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,360,
Meta,Required extra help in school because of problems in reading and spelling,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,361,
Meta,Poor understanding of interpersonal space,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,362,
Meta,Difficulty knowing how others are reacting,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,363,
Meta,Has trouble understanding how others are feeling,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,364,
Meta,"Makes comments that show a lack of understanding of social situations, such as inappropriate jokes or insensitive remarks","0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,365,
Meta,Difficulty making or keeping friends,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,366,
Meta,Isolates self in social situations,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,367,
Meta,Feels anxious in new social situations,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,368,
Meta,Handwriting is spatially disorganized,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,369,
Meta,Papers look disorganized or messy,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,370,
Meta,"On arithmetic problems, has difficulty keeping the numbers lined up in columns","0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,371,
Meta,Drawings look immature for her/his age,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,372,
Meta,Worse at math than at reading and spelling,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,373,
Meta,"Makes careless errors in math, such as adding when the sign indicates subtraction","0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,374,
Meta,Trouble learning new math concepts such as carrying or borrowing,"0=Perfectly, 1=Somewhat, 2=Not at all",Colorado Learning Disabilities Questionnaire – Reading Subscale (CLDQ-R) Meta,How well did you understand this question?,ColoradoMeta,1,375,
Meta,"Difficulty acquiring new motor skills, such as learning how to ride a bike, skate, swim","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,376,
Meta,Difficulty throwing and catching a ball,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,377,
Meta,Difficulty running fast,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,378,
Meta,"Has difficulties or does not like to participate in game sports such as soccer/football, land hockey, basketball","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,379,
Meta,"Balance problems; for instance, has difficulty standing on one leg","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,380,
Meta,Often stumbles and falls,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,381,
Meta,Clumsy or awkward movements,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,382,
Meta,"Does not like to draw, has difficulties drawing figures that represent something","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,383,
Meta,"Difficulty handling, assembling and manipulating small objects","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,384,
Meta,Difficulty pouring water into a glass without spilling,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,385,
Meta,Often spills food onto clothes or table when eating,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,386,
Meta,Difficulty using knife and fork,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,387,
Meta,Difficulty buttoning or tying shoe-laces,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,388,
Meta,"Difficulty using a pen (e.g., presses too hard, hand is shaking)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,389,
Meta,"Has not developed clear hand preference, i.e., is neither clearly right-handed nor left-handed","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,390,
Meta,Writing is slow and laborious/hard to read the result,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,391,
Meta,"Immature pencil-grip, holds the pen in an unusual manner","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,392,
Meta,Do problems with motor function interfere with your student`s daily function?,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,393,
Meta,Often fails to pay close attention to details or makes careless mistakes,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,394,
Meta,Often has difficulty sustaining attention in tasks or play activities,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,395,
Meta,Often does not seem to listen when spoken to directly,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,396,
Meta,"Problems following instructions and fails to finish schoolwork, chores, or duties)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,397,
Meta,Often has difficulty organizing tasks and activities,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,398,
Meta,"Often avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort (such as homework)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,399,
Meta,"Often loses things necessary for tasks or activities (e.g., toys, school equipment, pencils, books, sports gear or tools)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,400,
Meta,"Is often easily distracted by extraneous stimuli (e.g., irrelevant sounds like other people talking, cars driving by)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,401,
Meta,Is often forgetful in daily activitiesat school,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,402,
Meta,"In constant motion (fidgets with fingers, plucks at things etc.)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,403,
Meta,"Difficulty remaining seated (squirms in seat,gets up and moves about)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,404,
Meta,"Often runs about or climbs excessively in situations in which is inappropriate, (more than their peers)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,405,
Meta,Difficulty playing calmly and quietly,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,406,
Meta,Is often ”on the go” or often acts as if ”driven by a motor”,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,407,
Meta,Often talks excessively,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,408,
Meta,Often blurts out answers before the question has been completed,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,409,
Meta,"Difficulty awaiting turns (in games, during meals etc.)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,410,
Meta,"Often interrupts or intrudes on others (e.g., butts into conversations or games)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,411,
Meta,"Do problems with attention, concentration, over-activity or impulsivity interfere with your student`s daily function?","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,412,
Meta,Difficulty getting started on tasks/activities,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,413,
Meta,"Difficulty completing a task/activity, does not get things done like the rest of the group","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,414,
Meta,Often ”in own world” or daydreaming,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,415,
Meta,"Seems slow, inert, or lacking energy","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,416,
Meta,Does passivity or inactivity interfere with your student`s daily function?,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,417,
Meta,"Difficulty understanding consequences of own actions (e.g., climbs in dangerous places, careless in traffic)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,418,
Meta,"Difficulty planning and preparing for tasks (e.g., collecting equipment needed for an outing or for school)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,419,
Meta,"Difficulty completing sequential tasks (e.g., young children: getting dressed in the morning without constant reminders; older children: completing home work without constant reminders)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,420,
Meta,Do problems with planning/organizing interfere with your student`s daily function?,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,421,
Meta,Difficulty finding his/her way around (even in well-knownplaces),"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,422,
Meta,Seems disturbed by height differences (even slight) suchas in connection with climbing stairs etc.,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,423,
Meta,Difficulty judging distance or size,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,424,
Meta,"Difficulty comprehending orientation and spatial directions (young children turning clothes back to front, older children confusing letters such as b, p, d, or digits such as 6, 9)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,425,
Meta,"Bumps into other people, especially in narrow places","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,426,
Meta,"Poor concepts of time, e.g., does not have an intuitive feeling for how long “five minutes” or “one hour” take or is uncertain about how long ago something happened","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,427,
Meta,"Has only a vague idea about what time it is, whether it is morning or afternoon, whether it is time or not to go to/leave school","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,428,
Meta,"Repeatedly asks about when something is going to happen, e.g., how much time is left before an outing or before it is time to go to/leave school","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,429,
Meta,Can read the clock mechanically but does not understand the actual time concept,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,430,
Meta,"Does not have a sense of how clothes fit, does not straighten socks or trousers that have slid down","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,431,
Meta,"Surprisingly poor perception of cold, pain etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,432,
Meta,"Poor body awareness (uncertain of size of own body in relation to the environment, e.g., bumps into or tumbles over things without intention to do so)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,433,
Meta,"Oversensitive to touch (is irritated by tight clothing, perceives soft touch as rough etc.)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,434,
Meta,Difficulty imitating other people’s movements,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,435,
Meta,"Tends to misinterpret pictures; e.g., may perceive a picture of a fried egg as that of a flower","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,436,
Meta,"Difficulty noticing small differences in shapes, figures, words and patterns that look alike","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,437,
Meta,"Difficulty drawing pictures such as that of a car, a house etc.(compared with their peers) ","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,438,
Meta,Difficulty with jigsaw puzzles,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,439,
Meta,"Do problems with perception of space and directions, time, own body, or forms and figures interfere with your student`s daily function?","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,440,
Meta,"Difficulty remembering information about personal data, such as date of birth, home address etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,441,
Meta,"Difficulty remembering the names of other people (e.g., name of teacher, school peers)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,442,
Meta,"Difficulty remembering the names of weekdays, months and seasons","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,443,
Meta,"Difficulty remembering non-personal facts learned at school (e.g., historic events, chemical formulas etc.)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,444,
Meta,"Difficulty remembering what has occurred recently, as who has phoned or, what he/she ate a few hours ago etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,445,
Meta,"Difficulty remembering events that occurred some time ago, such as what happened on a trip, what Christmas presents he/she got etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,446,
Meta,Difficulty remembering where he/she put things,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,447,
Meta,Difficulty remembering appointments with peers or what home-work he/she has got,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,448,
Meta,"Difficulty learning rhymes, songs, multiplication tables etc.by heart","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,449,
Meta,Difficulty remembering long or multiple-step instructions,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,450,
Meta,"Difficulty acquiring new skills, such as rules of new play or games","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,451,
Meta,Do problems with memory interfere with your student`s daily function?,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,452,
Meta,Difficulty understanding explanations and instructions,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,453,
Meta,Difficulty following stories read aloud,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,454,
Meta,"Difficulty perceiving what other people say (often says “what?”, ”what do you mean?”)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,455,
Meta,"Difficulty with abstract concepts such as “the day after tomorrow”, ”in the right order”","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,456,
Meta,Tends to misinterpret what is said,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,457,
Meta,Uncertain of speech sounds and tends to misarticulate words,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,458,
Meta,"Difficulty learning the names of colors, people, letters etc","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,459,
Meta,"Difficulty finding words or explaining to other people, says: “the, the, the ...”","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,460,
Meta,"Tends to remember words incorrectly, says ”arm bow” instead of ”elbow”, refers to ”pointer” instead of ”index” etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,461,
Meta,Difficulty explaining what he/she wants,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,462,
Meta,Difficulty speaking fluently without any breaks,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,463,
Meta,"Difficulty expressing him/herself in whole sentences, in grammatically correct sentences, or inflecting words","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,464,
Meta,"Pronounces specific sounds incorrectly (has a lisp, difficulty pronouncing the sound of ”r”, nasal voice etc.)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,465,
Meta,"Difficulty pronouncing complex words such as ”electric”, ”screwdriver” etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,466,
Meta,Has a hoarse voice,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,467,
Meta,Stutters,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,468,
Meta,Speaks so rapidly that it is difficult to comprehend what he/she is saying,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,469,
Meta,Has a muddled speech,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,470,
Meta,"Difficulty telling about experiences or situations so that the listener understands (e.g., what happened during the day or during the summer vacation)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,471,
Meta,Difficulty keeping ”on track” when telling other people something,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,472,
Meta,"Difficulty taking part in a conversation, e.g., problems shifting from listening to talking","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,473,
Meta,"Do problems with understanding of language, use of language, or verbal communication interfere with your student`s daily function?","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,474,
Meta,Acquiring reading skills is more difficult than expected considering his/her ability to learn other things,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,475,
Meta,Has difficulties to understand what he/she is reading,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,476,
Meta,"Difficulty reading aloud at normal speed (reads too slowly, too quickly, or fails to read fluently)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,477,
Meta,"Does not like reading (e.g., avoids reading books)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,478,
Meta,Makesmanyguesses while reading,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,479,
Meta,Difficulty spelling,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,480,
Meta,Has difficulties shapingletters and to write neatly,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,481,
Meta,Difficulty formulating him/herself in writing,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,482,
Meta,"Difficulty acquiring basic math skills (addition, subtraction; i.e., plus, minus)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,483,
Meta,Difficulty with math problems given in written form,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,484,
Meta,Difficulty learning and applying various mathematical rules,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,485,
Meta,Difficulty learning and use multiplication tables,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,486,
Meta,Difficulty with mental arithmetic,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,487,
Meta,Difficulty understanding verbal instructions,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,488,
Meta,"Difficulty understanding or using abstract terms, e.g., terms relating to size, volume, spatial directions","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,489,
Meta,Difficulty participating in discussions with other children,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,490,
Meta,Difficulty learning facts or acquiring knowledge about the surrounding world.,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,491,
Meta,Exceptional knowledge or skills in some area,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,492,
